Account_ID,Customer_Name,Age,Gender,City,State,Account_Type,Balance,Branch_ID,IFSC_Code,Transaction_ID,Transaction_Type,Transaction_Amount,Transaction_Date,Loan_Status,Loan_Amount,Credit_Score,Debit_Card,Net_Banking,Mobile_Banking,Last_Login,KYC_Status,PAN_Number,Aadhar_Number,Email,Phone_Number,Nominee_Name,Account_Open_Date,Interest_Rate,Overdraft_Limit,Account_Status
ACC108261,Rohit Sharma,59,Male,Mumbai,RJ,Current,449169.53,BR973,IFSC50019,TXN5392018,Credit,13687.13,2023-11-02,Active,81051.36,346,Yes,Yes,No,2018-12-13,Verified,G8GP1U26DV,481663741129,SOAPNV@bankmail.com,9269862082,Kavya Kumar,2023-12-30,8.68,30344.21,Inactive
ACC108262,Vikas Patel,72,Male,Mumbai,RJ,Savings,575043.28,BR396,IFSC39752,TXN4139666,Debit,13402.78,2021-03-19,Pending,358214.01,538,Yes,No,Yes,2022-12-21,Pending,KDO9VF3A55,631923185020,BG3B67@bankmail.com,8237452452,Anjali Gupta,2020-12-01,6.69,20395.39,Active
ACC108263,Arjun Sharma,34,Male,Indore,DL,Savings,996067.46,BR383,IFSC40577,TXN7522986,Credit,19375.82,2018-09-14,Pending,224645.83,588,Yes,No,No,2018-08-20,Verified,33B5I1DLHS,744221577892,NP65ZK@bankmail.com,6992766376,Neha Singh,2024-04-20,3.02,25160.85,Active
ACC108264,Neha Sharma,75,Female,Bhopal,DL,Current,683943.48,BR793,IFSC54479,TXN9831688,Credit,9091.85,2020-02-16,Pending,5441.35,422,Yes,Yes,Yes,2020-06-09,Pending,5JMU21DB79,217084103705,TBJ4MF@bankmail.com,9065054889,Anjali Patel,2023-09-21,3.19,55915.64,Inactive
ACC108265,Arjun Jain,49,Female,Bhopal,MP,Current,761326.0,BR420,IFSC14453,TXN5691646,Debit,31737.61,2020-10-11,Closed,22550.01,677,No,Yes,Yes,2024-08-08,Pending,PIQAR7N74X,629467151738,FA4PW7@bankmail.com,6365937656,Arjun Verma,2018-08-14,5.48,33637.34,Inactive
ACC108266,Anjali Patel,40,Female,Delhi,MH,Savings,55270.08,BR772,IFSC45507,TXN7121173,Debit,32859.97,2026-01-14,Active,113084.88,521,Yes,No,No,2019-04-22,Verified,WQPT1S2ETH,859368472162,5DGF55@bankmail.com,9259761282,Kavya Verma,2023-05-06,6.89,99114.41,Inactive
ACC108267,Amit Singh,48,Female,Lucknow,DL,Current,530011.86,BR695,IFSC46894,TXN1871948,Credit,42698.16,2025-02-01,Closed,87995.63,750,No,Yes,No,2022-04-30,Verified,BDH70NNVM1,739010817428,09T12Q@bankmail.com,8556798125,Neha Patel,2021-08-05,2.63,128011.06,Inactive
ACC108268,Neha Gupta,69,Female,Bhopal,MH,Savings,866206.29,BR676,IFSC28548,TXN4345133,Debit,9932.16,2018-09-10,Closed,310474.71,697,Yes,Yes,Yes,2020-07-21,Verified,P80EAWLGMS,859918820942,N8Q22R@bankmail.com,7988637351,Sneha Gupta,2018-12-05,2.52,89984.16,Inactive
ACC108269,Vikas Sharma,27,Female,Bhopal,MH,Savings,58200.73,BR351,IFSC36236,TXN4969391,Credit,37025.53,2018-08-10,Active,220397.73,864,No,No,Yes,2026-01-29,Pending,GIZ4XR4C24,977943425732,93263J@bankmail.com,6497832958,Priya Gupta,2023-01-03,7.53,68979.67,Active
ACC108270,Vikas Sharma,73,Male,Mumbai,MP,Savings,459524.35,BR185,IFSC10522,TXN9815430,Credit,2089.24,2023-07-16,Active,275278.34,898,No,No,No,2022-12-11,Verified,1N9JPHKGF3,420061682856,8N95DE@bankmail.com,7192459790,Neha Patel,2023-10-12,6.84,172833.79,Inactive
ACC108271,Neha Verma,41,Male,Bhopal,MH,Current,813869.72,BR831,IFSC89614,TXN6548306,Debit,17287.39,2023-11-09,Closed,256199.27,427,Yes,Yes,No,2021-06-18,Verified,V65SW39TV7,682357026402,Y2EIW9@bankmail.com,7774311299,Neha Sharma,2023-08-28,4.94,35009.67,Active
ACC108272,Arjun Sharma,36,Male,Delhi,DL,Savings,49151.3,BR441,IFSC48878,TXN2503861,Credit,19789.97,2022-04-08,Pending,494780.54,811,No,No,No,2023-08-09,Pending,O23HLZITYG,812295094200,HD7LVU@bankmail.com,6895920010,Amit Jain,2018-12-07,7.42,59104.67,Active
ACC108273,Anjali Gupta,54,Male,Pune,RJ,Savings,940794.34,BR462,IFSC56908,TXN2563947,Debit,32738.28,2019-01-04,Pending,106877.87,412,No,No,No,2025-06-16,Verified,3HRJJSW16C,455115414913,KGYFBJ@bankmail.com,8978045493,Vikas Singh,2024-03-16,8.03,140948.31,Active
ACC108274,Kavya Jain,73,Female,Indore,RJ,Current,497148.76,BR784,IFSC53489,TXN4670525,Credit,7459.29,2018-03-08,Closed,35854.95,302,Yes,Yes,No,2025-05-14,Pending,5FKZCPXGPQ,575696801634,N0PCNP@bankmail.com,6901526029,Vikas Jain,2023-01-09,5.85,37123.95,Active
ACC108275,Arjun Sharma,75,Male,Bhopal,MH,Savings,859870.27,BR725,IFSC69649,TXN2542064,Credit,27071.87,2021-10-31,Pending,236474.9,768,Yes,No,Yes,2024-03-26,Verified,BNJEVY0VQG,497117757809,K898CR@bankmail.com,6791202734,Sneha Jain,2021-04-24,8.89,57598.38,Inactive
ACC108276,Neha Verma,62,Male,Delhi,MP,Savings,227319.69,BR566,IFSC11414,TXN8881299,Credit,14956.35,2018-03-15,Pending,189083.54,847,No,Yes,Yes,2020-11-29,Verified,63CQKON3GM,515185046528,9WQ4B9@bankmail.com,6344335869,Rohit Patel,2020-09-20,2.36,190691.01,Inactive
ACC108277,Vikas Patel,52,Male,Pune,UP,Current,832673.49,BR715,IFSC30717,TXN4115538,Debit,16926.29,2021-09-12,Active,50922.9,671,Yes,Yes,Yes,2021-07-14,Pending,HY1PMZ14NC,126488934423,E9PH0K@bankmail.com,7671524594,Vikas Gupta,2020-10-12,8.47,23665.84,Inactive
ACC108278,Rohit Sharma,37,Male,Pune,MH,Savings,221379.05,BR375,IFSC25953,TXN3834511,Credit,48718.85,2018-01-23,Pending,354068.76,571,Yes,Yes,Yes,2020-05-26,Pending,3M88PN8ZN3,977842843436,NCHH8M@bankmail.com,7416820074,Vikas Kumar,2024-01-21,8.6,89412.35,Inactive
ACC108279,Neha Jain,67,Female,Delhi,MP,Savings,226713.74,BR998,IFSC32682,TXN3364532,Credit,12940.06,2022-10-28,Closed,168473.07,808,No,Yes,Yes,2018-04-17,Pending,49D855OUDH,395700531394,YYH5YO@bankmail.com,8010939137,Rohit Jain,2021-09-21,8.93,160292.75,Active
ACC108280,Priya Gupta,73,Female,Pune,MP,Current,884823.98,BR756,IFSC94576,TXN1786344,Credit,18664.53,2021-05-08,Pending,189060.98,562,Yes,No,Yes,2025-10-31,Pending,J1UX9TNEN5,278291406822,PO3PUV@bankmail.com,8021352525,Kavya Sharma,2025-05-14,8.53,15807.81,Active
ACC108281,Arjun Jain,27,Female,Bhopal,DL,Current,418616.07,BR554,IFSC20325,TXN1405602,Credit,42958.24,2022-01-22,Pending,137406.96,495,No,Yes,Yes,2023-09-29,Pending,LYH2HWY4FU,770979339749,06OXE3@bankmail.com,9827036949,Kavya Patel,2020-11-12,7.67,120158.08,Active
ACC108282,Amit Gupta,63,Male,Pune,MP,Savings,856710.23,BR343,IFSC32113,TXN5612061,Debit,49829.89,2025-11-29,Active,292104.04,771,No,Yes,No,2022-12-31,Verified,FGN1FATNPB,740916962927,F1S69X@bankmail.com,9558980223,Kavya Sharma,2019-10-08,6.21,12726.75,Inactive
ACC108283,Neha Kumar,31,Male,Jaipur,MH,Current,336897.09,BR830,IFSC90187,TXN9968113,Credit,47960.13,2022-07-26,Active,159392.96,857,No,No,Yes,2019-03-31,Verified,N4FF2WL0IO,699725568121,LLE8Z2@bankmail.com,7047969703,Anjali Verma,2024-04-28,6.8,57995.26,Active
ACC108284,Priya Verma,24,Female,Pune,MH,Current,791873.27,BR102,IFSC60602,TXN3327254,Credit,35199.02,2018-11-21,Closed,89732.29,745,No,Yes,No,2018-09-07,Pending,PGJYRQPKXK,605150339866,BKGFRT@bankmail.com,9028185878,Priya Verma,2018-09-28,8.33,41039.16,Inactive
ACC108285,Sneha Jain,49,Male,Pune,RJ,Savings,355587.98,BR261,IFSC18097,TXN9581100,Debit,677.02,2025-03-09,Active,89299.39,555,Yes,Yes,Yes,2019-10-05,Pending,UZMPZ6Y1WE,569695363657,OWGZTM@bankmail.com,7038512707,Kavya Singh,2022-06-09,4.64,187664.41,Active
ACC108286,Vikas Sharma,52,Male,Indore,MH,Current,905295.68,BR863,IFSC74507,TXN5674174,Debit,7668.18,2022-05-29,Pending,469031.92,529,Yes,No,Yes,2024-09-30,Pending,HWKLRTW1U2,182367652838,TM9EPK@bankmail.com,9209336599,Rohit Verma,2025-11-28,3.52,157441.21,Inactive
ACC108287,Anjali Sharma,73,Male,Indore,MP,Current,58566.67,BR280,IFSC64985,TXN2479429,Credit,2308.37,2023-10-14,Active,42632.8,836,Yes,Yes,No,2023-08-12,Pending,WWM3TWO54Y,249556580149,U4TQGC@bankmail.com,9082073599,Rahul Gupta,2024-05-23,6.38,20727.91,Inactive
ACC108288,Vikas Singh,44,Male,Lucknow,RJ,Savings,840620.62,BR238,IFSC67599,TXN7646401,Credit,20378.72,2020-07-11,Pending,434212.51,532,Yes,No,No,2024-05-29,Verified,1EBVMILXOH,825362931770,UPSBBP@bankmail.com,6228884096,Priya Verma,2019-04-11,7.48,88032.26,Active
ACC108289,Rahul Verma,18,Male,Bhopal,MP,Current,313916.69,BR608,IFSC73626,TXN9071471,Credit,32503.71,2022-02-19,Closed,462598.93,368,No,No,Yes,2018-11-09,Pending,JSXFEWRTV7,969784520565,UY1F5P@bankmail.com,6700092296,Rohit Gupta,2024-05-30,5.7,115195.74,Inactive
ACC108290,Arjun Gupta,58,Male,Delhi,MH,Savings,242821.29,BR168,IFSC52067,TXN7591401,Debit,35599.19,2018-09-07,Closed,106707.2,658,Yes,No,No,2021-11-16,Pending,RAAEMQ8BN7,674350326811,VWIF8Z@bankmail.com,6352660014,Arjun Verma,2023-09-09,7.07,77979.65,Inactive
ACC108291,Sneha Verma,73,Female,Jaipur,RJ,Current,857884.57,BR614,IFSC61025,TXN1395751,Credit,15721.03,2020-09-14,Pending,250477.21,593,Yes,Yes,Yes,2021-11-01,Verified,EQ10U3CKWU,470538315465,WJZWXC@bankmail.com,9536362527,Rahul Gupta,2019-06-20,2.57,140332.83,Active
ACC108292,Rahul Gupta,42,Male,Bhopal,DL,Current,951398.16,BR273,IFSC82470,TXN9985020,Credit,35619.24,2020-06-20,Active,172545.14,810,Yes,Yes,Yes,2020-08-21,Pending,DQ3E22C1NL,366283829680,ABBJMO@bankmail.com,7959300491,Neha Patel,2025-12-26,8.02,107901.63,Active
ACC108293,Sneha Sharma,49,Male,Delhi,MH,Current,734389.29,BR581,IFSC69692,TXN8745643,Debit,49265.64,2020-01-13,Closed,371053.07,330,Yes,No,Yes,2021-10-25,Verified,X9OH2YXJQC,748963675433,J5MHGJ@bankmail.com,7814815066,Amit Gupta,2024-05-26,2.07,127942.09,Active
ACC108294,Priya Jain,48,Male,Jaipur,MH,Savings,283666.76,BR461,IFSC52758,TXN9414432,Debit,11109.95,2019-10-20,Active,15002.01,733,No,Yes,No,2021-02-20,Pending,ZNEKFC7FQG,130749770763,AQJOYM@bankmail.com,7976689395,Priya Jain,2022-09-07,7.22,87248.46,Inactive
ACC108295,Rahul Jain,48,Female,Jaipur,MP,Savings,509488.58,BR398,IFSC42445,TXN7146503,Credit,3036.11,2024-06-22,Closed,202369.7,717,No,Yes,Yes,2026-01-23,Verified,A2AP35Q08J,220496622725,SGTXGF@bankmail.com,7246925522,Sneha Patel,2018-05-07,3.48,10653.12,Inactive
ACC108296,Amit Verma,26,Male,Jaipur,MH,Current,545781.99,BR113,IFSC55841,TXN2029992,Debit,12127.73,2025-01-25,Active,495183.61,497,No,Yes,No,2025-03-12,Pending,4X1VKRAOT6,856587107852,A2QTH0@bankmail.com,9917066888,Amit Singh,2026-02-04,7.88,34638.98,Active
ACC108297,Rahul Verma,37,Male,Pune,DL,Savings,701854.16,BR535,IFSC18131,TXN6738811,Credit,28989.53,2025-04-20,Active,333649.64,592,Yes,Yes,Yes,2020-06-28,Pending,QGBL6U8PEY,935128317165,UZGS2E@bankmail.com,7329707731,Rohit Kumar,2025-01-21,6.94,119728.49,Active
ACC108298,Sneha Kumar,32,Female,Indore,MP,Current,300772.99,BR981,IFSC66304,TXN5252390,Debit,29251.14,2023-06-24,Pending,147395.0,531,Yes,Yes,No,2021-12-19,Pending,VROMZSMN25,520302594918,GU8BE5@bankmail.com,6508913613,Kavya Kumar,2023-12-27,8.78,50672.91,Inactive
ACC108299,Neha Sharma,62,Male,Bhopal,RJ,Current,587163.44,BR402,IFSC60019,TXN8718362,Credit,49158.34,2020-06-07,Pending,61674.56,624,No,No,No,2024-01-11,Pending,SK7E6854U0,340657715762,G7TQ8P@bankmail.com,9912566381,Sneha Singh,2023-03-11,8.7,44605.12,Active
ACC108300,Vikas Kumar,63,Male,Lucknow,MH,Current,875912.67,BR679,IFSC21032,TXN9355569,Credit,12315.35,2022-07-31,Pending,480088.98,454,No,Yes,No,2024-01-03,Verified,SYP61ZAI5A,115573897202,32SFG9@bankmail.com,8157515549,Amit Singh,2019-02-28,7.14,100927.99,Inactive
ACC108301,Rohit Patel,46,Female,Indore,MH,Savings,290865.83,BR651,IFSC74085,TXN2805193,Credit,34267.35,2021-06-01,Pending,294092.76,557,No,Yes,No,2020-03-25,Pending,VTMC06LUZF,556085370564,7CPWQ2@bankmail.com,6869056198,Rahul Kumar,2021-05-21,2.21,48634.23,Inactive
ACC108302,Sneha Verma,49,Female,Indore,UP,Current,208544.54,BR586,IFSC17813,TXN5903575,Credit,43995.35,2022-06-27,Pending,176203.76,530,Yes,Yes,No,2019-12-22,Verified,D3F6M4QHXX,709432795127,J7J2FS@bankmail.com,9142998770,Priya Patel,2018-11-23,3.38,30570.15,Active
ACC108303,Vikas Patel,75,Female,Lucknow,DL,Savings,271769.17,BR512,IFSC84152,TXN6103439,Debit,24055.32,2024-11-22,Pending,210731.26,592,Yes,Yes,No,2019-03-15,Verified,S33RZ74FXX,841330050182,OJGNSJ@bankmail.com,7532382586,Anjali Kumar,2022-04-05,2.04,62564.41,Inactive
ACC108304,Rahul Patel,54,Male,Mumbai,DL,Current,117046.63,BR280,IFSC71773,TXN5580810,Credit,10581.63,2025-05-16,Closed,39862.95,705,Yes,Yes,Yes,2024-09-09,Pending,L1BGYD7YOG,782800924118,7D9TU0@bankmail.com,6235953628,Arjun Singh,2021-11-30,2.94,103706.37,Active
ACC108305,Rahul Kumar,67,Male,Mumbai,UP,Current,302745.81,BR432,IFSC79563,TXN3600524,Debit,23704.86,2026-01-16,Active,211813.82,717,No,Yes,Yes,2021-06-04,Verified,Q60HYSU5TW,963479408580,YFEPUX@bankmail.com,7469951854,Rahul Sharma,2018-03-17,7.46,24814.7,Active
ACC108306,Kavya Jain,30,Male,Lucknow,DL,Savings,854979.27,BR274,IFSC37244,TXN5265592,Debit,32920.16,2022-12-28,Closed,147315.4,556,Yes,Yes,No,2026-01-24,Verified,AW5E6R3DM1,682279741342,I8PKPI@bankmail.com,8689881339,Amit Singh,2021-04-23,8.43,26220.54,Inactive
ACC108307,Vikas Sharma,39,Female,Bhopal,RJ,Current,141415.36,BR573,IFSC80489,TXN6403211,Debit,30928.69,2022-01-04,Pending,244329.9,786,Yes,No,Yes,2023-03-14,Pending,Q14TETSRTL,698359336127,LI5XAK@bankmail.com,8436239039,Priya Singh,2021-11-18,7.85,116288.39,Active
ACC108308,Vikas Kumar,41,Female,Indore,MP,Current,693262.88,BR545,IFSC98554,TXN2264949,Credit,18944.08,2021-11-16,Pending,131500.54,640,No,Yes,Yes,2026-03-09,Verified,CSPB2UI0SX,450840941027,5BB34Y@bankmail.com,8951633464,Sneha Jain,2022-02-07,3.25,136449.56,Inactive
ACC108309,Vikas Gupta,70,Female,Delhi,UP,Savings,16843.98,BR360,IFSC57303,TXN2780894,Debit,36498.68,2022-09-12,Pending,84189.16,835,No,Yes,No,2021-09-24,Verified,H5TOAV6KAL,211988425658,9D17KV@bankmail.com,6089912985,Rohit Sharma,2020-10-12,7.75,10466.83,Inactive
ACC108310,Vikas Sharma,63,Female,Indore,UP,Current,6348.85,BR769,IFSC55948,TXN9276199,Debit,30630.28,2020-07-05,Pending,418306.66,368,Yes,Yes,Yes,2025-09-10,Pending,7ODD1K6GCY,865148205636,0W183Y@bankmail.com,8930232671,Rohit Singh,2019-02-13,6.25,76123.52,Inactive
ACC108311,Rohit Singh,66,Male,Mumbai,DL,Savings,297505.63,BR901,IFSC78405,TXN8319175,Credit,13400.11,2020-11-11,Active,341059.35,385,No,No,Yes,2020-01-07,Verified,S0ZZI1GBJY,537821910448,RH0PJL@bankmail.com,8889598323,Rohit Kumar,2023-04-14,2.03,58907.0,Active
ACC108312,Anjali Singh,33,Male,Bhopal,MP,Current,79258.27,BR148,IFSC81991,TXN6673545,Credit,8269.81,2022-03-27,Active,342751.33,331,No,No,Yes,2023-08-13,Pending,IVLRXFTLKH,435073078177,864QYB@bankmail.com,7653158141,Rahul Singh,2021-08-14,8.95,64853.69,Active
ACC108313,Rohit Gupta,30,Male,Lucknow,RJ,Current,246034.21,BR330,IFSC50841,TXN4302213,Credit,21677.12,2020-07-31,Pending,441193.85,563,Yes,No,Yes,2022-02-06,Pending,7XQ3NVRGJE,796485871555,3FVLPL@bankmail.com,6407407416,Rahul Kumar,2022-08-21,5.7,152816.33,Inactive
ACC108314,Sneha Gupta,25,Male,Jaipur,MP,Savings,112005.21,BR671,IFSC29353,TXN7099366,Credit,21497.41,2020-12-09,Pending,161459.31,898,Yes,No,Yes,2024-12-17,Pending,KYGCQ11X74,350358368059,DASK6B@bankmail.com,8211303627,Rahul Gupta,2025-04-30,7.2,84000.09,Inactive
ACC108315,Vikas Singh,48,Male,Pune,UP,Savings,527923.96,BR326,IFSC90421,TXN5009709,Debit,28198.27,2021-01-07,Pending,100519.74,317,Yes,Yes,Yes,2024-07-09,Pending,MIG0BMEWW6,745452222624,E266B6@bankmail.com,8015860186,Amit Patel,2022-10-30,8.4,42225.69,Inactive
ACC108316,Amit Patel,59,Male,Delhi,RJ,Current,889465.41,BR540,IFSC87122,TXN4386719,Credit,5170.63,2018-07-26,Pending,78305.19,472,Yes,Yes,Yes,2023-03-11,Pending,GC0G4EUYXS,952788328263,KM4I2E@bankmail.com,6262437633,Vikas Singh,2022-03-24,6.14,188693.09,Active
ACC108317,Priya Patel,19,Female,Lucknow,MH,Savings,181716.34,BR845,IFSC70919,TXN3688085,Credit,46834.14,2023-10-26,Pending,25366.97,624,No,No,No,2018-10-26,Pending,QBVC1OWEX3,203691374685,OA9VIZ@bankmail.com,9856056042,Priya Patel,2021-07-27,7.53,163817.12,Active
ACC108318,Anjali Kumar,42,Male,Delhi,UP,Savings,623085.94,BR300,IFSC38182,TXN6748123,Debit,987.48,2020-07-18,Closed,352184.31,513,Yes,No,Yes,2021-05-03,Pending,ZRO9M7UM4X,438467211612,CEGCJI@bankmail.com,6220420969,Priya Sharma,2023-11-16,3.54,46646.14,Inactive
ACC108319,Anjali Jain,66,Male,Bhopal,DL,Current,267101.61,BR802,IFSC40974,TXN6711281,Debit,4460.37,2018-03-29,Pending,400695.38,618,No,No,Yes,2021-10-23,Verified,MV8KPI2N93,290155082260,TVPN70@bankmail.com,8715857040,Kavya Gupta,2018-12-05,8.97,151652.6,Active
ACC108320,Sneha Gupta,69,Male,Bhopal,MP,Savings,214491.68,BR231,IFSC76818,TXN3861042,Debit,10151.21,2020-01-26,Active,398098.36,775,Yes,Yes,Yes,2025-10-15,Verified,2ZWNTXN92C,221732598602,12ALQV@bankmail.com,7158267892,Rahul Kumar,2026-01-30,5.23,183932.36,Inactive
ACC108321,Arjun Sharma,39,Male,Indore,MP,Savings,323651.19,BR409,IFSC79709,TXN8638370,Credit,36466.25,2024-03-27,Active,442485.71,417,No,Yes,No,2022-03-28,Verified,QFIMS4KS5O,199365122527,W30AIG@bankmail.com,9498935940,Amit Kumar,2024-09-13,8.42,138794.22,Inactive
ACC108322,Rohit Sharma,36,Female,Mumbai,UP,Savings,817345.68,BR828,IFSC40694,TXN1033719,Credit,19271.41,2026-02-17,Pending,355889.5,668,No,No,Yes,2020-10-06,Verified,295F27EYOW,677802208413,M4IEJC@bankmail.com,8456807675,Kavya Jain,2023-01-03,4.46,162013.74,Inactive
ACC108323,Kavya Kumar,71,Female,Jaipur,MH,Current,610517.37,BR795,IFSC92191,TXN4279467,Credit,40752.0,2020-06-22,Closed,58227.43,858,Yes,No,Yes,2022-12-10,Verified,KHFZE147YP,737327434645,WJ93LE@bankmail.com,7596946004,Neha Singh,2020-12-02,5.89,109026.27,Inactive
ACC108324,Amit Verma,44,Female,Mumbai,MH,Current,364889.26,BR887,IFSC14784,TXN9255026,Credit,9604.71,2018-05-13,Closed,181212.35,414,No,Yes,No,2018-11-25,Verified,8ZM28IMLTV,471414963523,S4Q8BL@bankmail.com,8070716289,Vikas Sharma,2026-02-15,4.5,144971.65,Active
ACC108325,Rahul Singh,56,Male,Pune,MH,Current,563946.07,BR358,IFSC39790,TXN3705701,Credit,20970.24,2023-06-03,Closed,245544.3,406,Yes,Yes,No,2020-03-21,Verified,L42F9DUKOC,736807120027,10XDA2@bankmail.com,9463451613,Vikas Singh,2021-11-04,2.42,179761.82,Inactive
ACC108326,Sneha Gupta,72,Female,Mumbai,MH,Savings,377265.73,BR667,IFSC11285,TXN9140906,Debit,6817.67,2023-03-15,Active,330429.55,690,Yes,Yes,Yes,2023-09-05,Verified,LOCLCWDH94,426122407479,O0MNY2@bankmail.com,6850101508,Priya Jain,2025-07-24,3.38,189577.24,Active
ACC108327,Sneha Kumar,54,Male,Bhopal,DL,Current,743609.34,BR288,IFSC81821,TXN9482515,Debit,48172.49,2021-12-17,Closed,292384.76,359,No,No,No,2020-03-10,Pending,6AB25K4T79,721968000422,HLYANL@bankmail.com,8729364617,Priya Jain,2019-03-23,3.57,127889.51,Active
ACC108328,Amit Verma,72,Female,Indore,DL,Current,615504.68,BR613,IFSC53389,TXN7977661,Debit,14588.34,2025-06-12,Active,90086.49,368,Yes,No,No,2023-04-05,Verified,5WG5S69PEB,702120778863,LOTAT9@bankmail.com,8160011616,Arjun Gupta,2018-09-08,5.18,61257.28,Inactive
ACC108329,Amit Singh,65,Male,Delhi,UP,Current,349947.74,BR885,IFSC15779,TXN3115484,Credit,464.42,2018-12-06,Closed,314992.39,706,Yes,No,No,2022-03-12,Verified,T5Y5T7CQAV,582886226276,YKUV18@bankmail.com,9091605451,Sneha Sharma,2022-04-07,5.1,154725.92,Active
ACC108330,Rohit Sharma,35,Male,Pune,DL,Current,959907.86,BR220,IFSC74473,TXN8849153,Debit,10340.03,2021-04-03,Closed,91997.1,329,Yes,Yes,No,2018-12-02,Verified,CYUCRWB1Q1,243015162073,Q5CS34@bankmail.com,6127869655,Anjali Gupta,2018-10-08,3.89,55478.68,Active
ACC108331,Rohit Gupta,34,Male,Indore,UP,Savings,74240.94,BR717,IFSC40940,TXN1067538,Debit,16611.73,2024-04-04,Pending,460313.66,407,Yes,No,Yes,2019-09-19,Verified,6SYKBRVC2P,874071470452,EMW6VN@bankmail.com,7506268797,Rohit Singh,2019-07-05,2.36,80152.84,Inactive
ACC108332,Sneha Gupta,25,Female,Delhi,RJ,Current,414282.23,BR623,IFSC26773,TXN6085401,Debit,16745.79,2022-12-30,Active,266314.54,658,Yes,No,Yes,2019-04-09,Verified,2J6YFLGGYX,635599009090,LW5TMU@bankmail.com,6534184963,Anjali Sharma,2022-12-27,2.82,141337.7,Active
ACC108333,Amit Singh,70,Female,Lucknow,RJ,Savings,49532.53,BR762,IFSC10964,TXN4592097,Credit,44873.22,2021-03-17,Closed,60928.81,685,No,Yes,Yes,2022-04-04,Pending,GY42KUB7J6,225714389448,6EIIWP@bankmail.com,7863749521,Amit Patel,2020-01-19,6.93,92758.15,Inactive
ACC108334,Neha Sharma,68,Male,Mumbai,RJ,Current,71261.84,BR575,IFSC67774,TXN2880367,Debit,43443.59,2018-10-29,Closed,440151.56,737,Yes,No,No,2023-08-06,Pending,5T0U28PH1X,257219401257,DV8F7W@bankmail.com,6549469569,Rahul Kumar,2023-04-26,3.47,158284.39,Active
ACC108335,Amit Kumar,61,Male,Jaipur,MH,Savings,673486.02,BR102,IFSC89259,TXN2747358,Debit,34277.75,2024-07-02,Active,40983.22,535,No,Yes,Yes,2022-06-06,Pending,RAAUD7WHY8,290805847175,OKOZQ3@bankmail.com,6408618264,Vikas Patel,2023-01-21,6.42,167619.1,Active
ACC108336,Anjali Sharma,62,Male,Pune,DL,Savings,269850.77,BR647,IFSC55611,TXN2696273,Credit,4216.33,2024-04-03,Pending,136947.05,863,Yes,Yes,Yes,2019-12-02,Pending,OZE6WFTF2P,828611689598,8XSQP0@bankmail.com,6661018141,Kavya Gupta,2023-01-13,8.43,171701.67,Active
ACC108337,Priya Gupta,64,Female,Bhopal,DL,Current,86930.8,BR677,IFSC30418,TXN1428156,Credit,9814.48,2021-12-08,Closed,367024.73,638,No,No,No,2023-04-19,Pending,62RNXET3JG,206949738220,UQS52R@bankmail.com,8003113833,Amit Gupta,2024-11-25,6.79,91290.22,Inactive
ACC108338,Anjali Jain,68,Male,Indore,MP,Current,422849.26,BR369,IFSC72336,TXN6167150,Credit,1536.41,2024-09-30,Active,88604.9,693,Yes,Yes,No,2024-10-14,Pending,2QVAK6RQXQ,719061402714,2SWLWY@bankmail.com,9644392837,Sneha Singh,2022-11-07,7.23,148651.87,Active
ACC108339,Neha Patel,62,Male,Pune,UP,Savings,877852.71,BR821,IFSC29958,TXN8726336,Credit,33127.77,2019-06-10,Active,114847.66,329,No,No,Yes,2024-12-06,Verified,JHTE1GZ90V,317364633304,1XX089@bankmail.com,8509794449,Vikas Gupta,2022-01-24,2.13,89051.93,Active
ACC108340,Vikas Sharma,35,Female,Jaipur,MP,Current,532466.12,BR298,IFSC20313,TXN2915739,Credit,5752.03,2021-04-30,Pending,123245.85,329,Yes,Yes,Yes,2021-01-03,Pending,92CPQKTS2W,823099320449,S2JPOD@bankmail.com,7405099215,Arjun Jain,2025-12-31,3.13,47797.6,Inactive
ACC108341,Kavya Kumar,53,Female,Indore,MP,Current,937009.23,BR123,IFSC17822,TXN3159890,Credit,1592.85,2023-12-28,Active,386609.86,476,Yes,No,No,2018-03-22,Verified,VH5Z3NQC8V,297509728678,OR3GBV@bankmail.com,8153907944,Priya Kumar,2021-02-16,5.64,124696.63,Active
ACC108342,Arjun Gupta,68,Male,Mumbai,MH,Current,174185.94,BR798,IFSC58382,TXN4700074,Debit,28878.03,2022-11-29,Active,328297.87,557,Yes,No,No,2023-03-21,Verified,307TXVYN3V,926942103304,NNDEEU@bankmail.com,6200962747,Neha Gupta,2020-11-25,6.14,15703.35,Active
ACC108343,Rahul Jain,21,Female,Mumbai,DL,Current,135355.94,BR208,IFSC43745,TXN8600027,Debit,384.95,2021-05-08,Pending,415664.51,791,Yes,Yes,No,2023-07-23,Verified,H01NZGXM23,372293274775,5A30MS@bankmail.com,8897527983,Amit Singh,2024-06-13,8.23,147708.01,Active
ACC108344,Rahul Patel,27,Female,Jaipur,MP,Savings,274340.7,BR293,IFSC69164,TXN9435884,Debit,12673.54,2026-02-18,Pending,439412.55,619,Yes,Yes,Yes,2021-09-29,Verified,WVMUERIGO6,258735840509,4O8ZL3@bankmail.com,7369754679,Priya Gupta,2018-11-07,5.42,175147.98,Inactive
